representative,clustername,nObs,min_qupm,max_qupm,nCoeffsH0,nCoeffsH1,rssH0,rssH1,pEC50H1,slopeH1,pEC50_slopeH1,detected_effectH1,df1,df2,F_statistic,nObsRound,rssH1Squeezed,dataset,max_rank,rank,is_decoy,all_null,all_true,true_cumsum,null_cumsum,remaining_null,remaining_true,pi,FDR
murC,murC,20,11,19,4,12,0.227024635204746,0.0788002118985428,3.29853328550207,9.86541376644054,0.00307165594893203,stability,8,8,1.99160349789077,20,0.0093030831352213,true,49086,2146,0,48600,486,172,1984,46616,314,0.673588467478977,0.077697646481296
yjiA,yjiA,20,8,9,4,12,0.114440744148364,0.0329827474406756,3.34972812571556,0.971337086984722,0.02480564809698,stability,8,8,1.99015960719688,20,0.00511629798516643,true,49086,2152,0,48600,486,173,1989,46611,313,0.671515307545429,0.0772048524108589
rplT,rplT,50,3,15,10,24,0.709526171690458,0.354445403165522,2.72013460752513,-4.97404961422681,-0.00267722445477095,stability,14,26,1.9858816783137,50,0.012771612888353,true,95243,4279,0,94300,943,290,3989,90311,653,0.723056991950039,0.099457735892714
ispU,ispU,30,2,7,6,16,1.08256546532021,0.485748714645997,3.25918162859693,0.196482196268618,0.323950643590899,stability,10,14,1.98567471868791,30,0.0300561187115571,true,37370,2340,0,37000,370,96,2244,34756,274,0.788353090113937,0.184277534814133
serB,serB,20,8,9,4,12,0.0767519510146718,0.0177193956213621,3.412544627177,0.357950213336686,0.0713976501336964,stability,8,8,1.98280114302565,20,0.00372153781034423,true,49086,2159,0,48600,486,174,1995,46605,312,0.669456066945607,0.0767566007791084
yggX,yggX,50,8,10,10,24,1.2012124957355,0.609577162053834,2.30102999566398,-6.35508801306827,-0.022373488705213,expression/solubility,14,26,1.97679727255066,50,0.0213778455071521,true,95243,4332,0,94300,943,291,4041,90259,652,0.722365636667812,0.100312011607375
tdcE,tdcE,20,2,9,4,12,0.580196767332709,0.223835127609577,3.29911486863902,2.60049585400195,0.0265631093733877,stability,8,8,1.9748430183642,20,0.0225563270351935,true,49086,2175,0,48600,486,175,2010,46590,311,0.667525220004293,0.0766700395547788
tusE,tusE,40,2,4,8,20,0.321280579358629,0.148015676657347,4.30102999566398,-1.62048690647955,0.018095297931489,expression/solubility,12,20,1.9744103055286,40,0.00731293888172239,true,38784,2177,0,38400,384,95,2082,36318,289,0.79574866457404,0.1743946020677
spy,spy,50,4,7,10,24,2.06189859760738,1.05535673724181,2.32039592161617,-8.3637366639711,-0.0253530780165552,expression/solubility,14,26,1.97434128437217,50,0.0364151060093097,true,95243,4338,0,94300,943,292,4046,90254,651,0.721297671017351,0.0999441909909658
ggt,ggt,50,5,13,10,24,0.139467894165458,0.0605206539007303,2.42264337700953,-7.55914811968731,-0.0161026803515019,stability,14,26,1.97392089194569,50,0.00285679563621175,true,95243,4341,0,94300,943,293,4048,90252,650,0.720205646412268,0.0995014490333399
fdoH,fdoH,50,8,11,10,24,0.137207464516357,0.0594212618746478,3.39242283952382,-0.261328390385073,0.0844639759971082,stability,14,26,1.97047092026997,50,0.00281971039226978,true,95243,4354,0,94300,943,294,4060,90240,649,0.719193262411348,0.0993171648091861
ompA,ompA,50,18,19,10,24,0.613650524833657,0.306344288254335,3.45105072863709,4.19970587470742,0.0259320425253761,stability,14,26,1.96881899093192,50,0.0111490419236364,true,95243,4366,0,94300,943,295,4071,90229,648,0.718172649591595,0.0991078256436401
ratA,ratA,20,2,3,4,12,0.640316375161401,0.248963661525223,3.23702876166159,-2.95619578166218,-0.0257672784318636,stability,8,8,1.96837189390511,20,0.0248525643736307,true,49086,2189,0,48600,486,176,2023,46577,310,0.665564549026344,0.0765021069704712
malM,malM,50,2,6,10,24,0.389525198092487,0.190250322912834,2.30330345578433,-20.59262820206,-0.0259108858114325,expression/solubility,14,26,1.96794034968995,50,0.00723290198197929,true,95243,4372,0,94300,943,296,4076,90224,647,0.717104096471005,0.0987471722032371
nemR,nemR,20,4,4,4,12,0.406446783175451,0.153157578771198,4.10232199777772,7.82152598511634,0.0212148522311753,stability,8,8,1.96679552284725,20,0.0160978353787877,true,49086,2191,0,48600,486,177,2024,46576,309,0.663431810374442,0.0758636149264333
ytfB,ytfB,40,2,5,8,20,0.988568663569662,0.483397294511443,2.30102999566398,-9.71974866731799,-0.0215496838560974,expression/solubility,12,20,1.96496300285676,40,0.0214241255570621,true,38784,2199,0,38400,384,96,2103,36297,288,0.793454004463179,0.173816017852715
ribE,ribE,40,3,5,8,20,0.108992313925413,0.0418830405010993,4.30102999566398,-5.37021241789677,0.00851716115579122,stability,12,20,1.964046670249,40,0.00284740660022968,true,38784,2202,0,38400,384,97,2105,36295,287,0.790742526518804,0.17159928023939
aspC,aspC,50,9,21,10,24,0.221646851436069,0.103360736674101,2.30102999566398,-6.27442816421555,-0.0208449112673536,stability,14,26,1.96401834292449,50,0.00430189882274855,true,95243,4389,0,94300,943,297,4092,90208,646,0.716122738559773,0.0986657995349021
yeaK,yeaK,30,2,9,6,16,0.524159346325045,0.231109485700809,2.30103860581887,-9.07394129247832,-0.0268506066313622,expression/solubility,10,14,1.95969844388738,30,0.0149538242242477,true,37370,2399,0,37000,370,97,2302,34698,273,0.786788863911465,0.186720408734453
panB,panB,40,2,4,8,20,0.196490555338955,0.0860613742476801,3.33316710977657,-1.3402609911661,0.0122001347007793,stability,12,20,1.95538032883233,40,0.0047062106649613,true,38784,2226,0,38400,384,98,2128,36272,286,0.788486987207764,0.171214317222257
comR,comR,40,2,5,8,20,0.199905837844772,0.0878145400685635,3.39415147391132,4.17216270009318,0.0207686382259486,stability,12,20,1.95418201995112,40,0.00477997514355616,true,38784,2230,0,38400,384,99,2131,36269,285,0.78579503156966,0.169144364876257
hdhA,hdhA,50,5,12,10,24,0.0966586210083981,0.0386760711450292,2.30102999566398,-1.85266931481375,-0.0212156894369119,expression/solubility,14,26,1.95366072883387,50,0.00211992320027769,true,95243,4448,0,94300,943,298,4150,90150,645,0.715474209650582,0.0996381869144267
ybaK,ybaK,30,3,7,6,16,0.48453045126919,0.213254852220415,2.30102999566398,-6.36307280763611,-0.0237716128436011,stability,10,14,1.95234060142285,30,0.013894891027266,true,37370,2416,0,37000,370,98,2318,34682,272,0.784268496626492,0.18550350767145
rplJ,rplJ,50,15,17,10,24,0.174366862274969,0.0791779499381712,4.30102999566398,-2.91030313902677,0.0138642435426718,expression/solubility,14,26,1.95034704101663,50,0.00348615291589996,true,95243,4474,0,94300,943,299,4175,90125,644,0.714563106796116,0.0997759522031367
hisG,hisG,30,7,10,6,16,0.0968612825240009,0.0336890610784892,3.35499755655025,-0.152523989910877,0.252666993579622,stability,10,14,1.94669775595395,30,0.00324509653603392,true,37370,2436,0,37000,370,99,2337,34663,271,0.781813461039148,0.184555359439241
uxaA,uxaA,20,2,5,4,12,1.50539181937855,0.607817362413542,3.33206801921381,2.44348329399805,0.0218694949009484,stability,8,8,1.94635753774045,20,0.0576445000186742,true,49086,2224,0,48600,486,178,2056,46544,308,0.661739429357167,0.0764346217279964
dnaT,dnaT,20,3,3,4,12,1.02540418283267,0.410486652712371,3.52645448329869,-37.36738072495,0.00956644062996089,expression/solubility,8,8,1.94041587040425,20,0.0396124833018524,true,49086,2240,0,48600,486,179,2071,46529,307,0.659803563369082,0.0763381664657748
prmB,prmB,30,4,6,6,16,0.484129073233494,0.21393570188194,2.69749606879834,-37.7451304196067,-0.0108939854954572,stability,10,14,1.93891719976134,30,0.0139352712629922,true,37370,2453,0,37000,370,100,2353,34647,270,0.779288250064941,0.183366525240281
dapD,dapD,50,3,13,10,24,0.266359545899128,0.127511984968345,4.30102999566398,-2.07214967054474,0.00968840138838191,stability,14,26,1.93834187259994,50,0.00511658085904349,true,95243,4536,0,94300,943,300,4236,90064,643,0.713936756084562,0.10080786995914
pdhR,pdhR,40,3,8,8,20,0.105372502077464,0.0405558614092188,3.73396571440225,-10.4220578443513,-0.00666127685540475,stability,12,20,1.93489519918399,40,0.00279156551974064,true,38784,2276,0,38400,384,100,2176,36224,284,0.784010600706714,0.170600706713781
rnpA,rnpA,30,3,6,6,16,0.181718372164131,0.0734639616690475,3.36538543262276,2.02435477628871,0.0242684881993694,stability,10,14,1.93170365964888,30,0.00560408994176468,true,37370,2470,0,37000,370,101,2369,34631,269,0.776760705726084,0.182192684343078
galR,galR,20,6,7,4,12,0.0783728476518002,0.0190899635385031,3.37224982186284,4.60798911525252,0.0246826368870185,stability,8,8,1.92638018644189,20,0.00384677986532316,true,49086,2269,0,48600,486,180,2099,46501,306,0.65805036450829,0.0767359841723834
priA,priA,30,7,13,6,16,0.317415940409039,0.137113594405131,3.35657697041341,3.11594932490938,0.0226242553378968,stability,10,14,1.92239247363333,30,0.00937906012829606,true,37370,2498,0,37000,370,102,2396,34604,268,0.774476939082187,0.181926151572639
menI,menI,40,2,3,8,20,0.946058046353195,0.467741872061606,3.43144127204595,3.02354844752616,0.0169651440651181,stability,12,20,1.91952171579889,40,0.0207654234192274,true,38784,2310,0,38400,384,101,2209,36191,283,0.781962366334171,0.171025234379424
yqjE,yqjE,50,3,5,10,24,0.335473144540986,0.164669518632065,4.30102999566398,-0.414967027312473,0.0776758866920553,stability,14,26,1.91526905597907,50,0.00636999744521934,true,95243,4651,0,94300,943,301,4350,89950,642,0.71372984991662,0.103147004888282
msbA,msbA,30,8,25,6,16,0.200301423762441,0.0826021095398216,3.67652186457682,2.22158461332098,0.0221275570471744,stability,10,14,1.91503665769169,30,0.00614606063805012,true,37370,2522,0,37000,370,103,2419,34581,267,0.772100286284376,0.181331125487564
holA,holA,30,2,6,6,16,0.170457923757493,0.0687440431863068,3.21527022605825,4.95287808495413,0.0165360179651108,stability,10,14,1.91042182539304,30,0.00532415821569986,true,37370,2535,0,37000,370,104,2431,34569,266,0.769475541670283,0.179864907865429
fucO,fucO,40,7,12,8,20,0.124698619456292,0.0508182985773944,3.11490132469704,-0.503358588807558,0.0355870481195919,stability,12,20,1.91002486903808,40,0.00322335771977431,true,38784,2333,0,38400,384,102,2231,36169,282,0.779673200807321,0.170534403039327
aceB,aceB,50,6,30,10,24,0.187007299802405,0.086875355937235,2.84561574804404,-10.2099259048147,-0.0210552061378705,stability,14,26,1.9094107688139,50,0.00374580568072208,true,95243,4683,0,94300,943,302,4381,89919,641,0.7128637996419,0.103412460471231
ygaP,ygaP,50,2,7,10,24,0.209454263299733,0.0987699491754956,3.33910129804917,0.616646997467214,0.0459446152222045,stability,14,26,1.90642537753024,50,0.00414704007333754,true,95243,4701,0,94300,943,303,4398,89902,640,0.711886276167382,0.10332923572885
garR,garR,40,9,13,8,20,0.242142184216338,0.110765161740856,3.32037286420802,-1.04754735304642,0.000160733310656918,stability,12,20,1.90546532506704,40,0.00574562289970035,true,38784,2350,0,38400,384,103,2247,36153,281,0.777252233562913,0.169561725127754
ybhF,ybhF,30,2,4,6,16,0.227436317205168,0.0956924129889146,3.33502510223651,2.46461577482702,0.0180308168619826,stability,10,14,1.90314585987819,30,0.00692242812249219,true,37370,2555,0,37000,370,105,2450,34550,265,0.767004341534009,0.178967679691269
rpsD,rpsD,50,4,18,10,24,0.670396447388359,0.342174905595698,2.93525293366054,6.61903750677401,-0.0221373144349194,stability,14,26,1.89714907010259,50,0.0123576983020449,true,95243,4751,0,94300,943,304,4447,89853,639,0.711161563887683,0.10403077219107
yjgM,yjgM,20,2,5,4,12,0.166806016158607,0.0565294113686566,3.33324262867893,16.1493452059648,0.00887944201018728,stability,8,8,1.89661597343271,20,0.00726798455345438,true,49086,2330,0,48600,486,181,2159,46441,305,0.656747270730604,0.0783379755528936
pckA,pckA,50,4,24,10,24,0.156680768078301,0.0712360605512753,2.30102999566398,-7.52605534795911,-0.0244232488533689,expression/solubility,14,26,1.89643050976553,50,0.00321825311465914,true,95243,4757,0,94300,943,305,4452,89848,638,0.710088148873653,0.103649588156902
fumC,fumC,40,3,15,8,20,0.0973229899124579,0.0371716633972868,3.33269373587463,5.99947834716861,0.00611204607800294,stability,12,20,1.89213997017844,40,0.00264917533688494,true,38784,2386,0,38400,384,104,2282,36118,280,0.7752367240711,0.170104827339447
mlaA,mlaA,50,5,7,10,24,0.522272190032962,0.264622353479975,3.33677497074545,7.8265701480626,0.0227991195608642,stability,14,26,1.88916119536844,50,0.00974165666693973,true,95243,4797,0,94300,943,306,4491,89809,637,0.709283033994366,0.104097715871526
yagI,yagI,20,2,4,4,12,0.385681181624379,0.148788094113457,4.29792465867127,39.2675525706238,0.0259910447735085,expression/solubility,8,8,1.88626527649905,20,0.0156985532776307,true,49086,2364,0,48600,486,182,2192,46408,304,0.655059472504741,0.0788950749302413
lipB,lipB,20,2,4,4,12,0.328556739322856,0.124982257980427,3.32257899511319,6.46194429641579,0.0254782280025548,stability,8,8,1.88171741591669,20,0.0135231836366924,true,49086,2377,0,48600,486,183,2204,46396,303,0.653073540822485,0.0786543215285659
ybjS,ybjS,20,5,6,4,12,0.088710454895485,0.0240455325754008,4.30102999566398,2.70912453822016,0.0204411319887274,stability,8,8,1.87996119039713,20,0.00429961816834262,true,49086,2382,0,48600,486,184,2208,46392,302,0.650974305914813,0.0781169167097775
phoU,phoU,30,6,10,6,16,0.255417756894977,0.10968949787417,3.44351781154785,2.3806438151328,0.0280569639217828,stability,10,14,1.87973994318066,30,0.00775257553841328,true,37370,2609,0,37000,370,106,2503,34497,264,0.765283937733716,0.180708084542216
ycbX,ycbX,50,4,19,10,24,0.887379543813926,0.459162315844061,3.42019102773052,-10.3104255886605,-0.0081561580183923,stability,14,26,1.87604202494012,50,0.0163039763759912,true,95243,4871,0,94300,943,307,4564,89736,636,0.70874565391816,0.10536531480399
brnQ,brnQ,40,2,4,8,20,0.177740417960097,0.078754515118256,3.83231485414199,-4.92835974150803,0.0086788852235787,stability,12,20,1.8752553283966,40,0.00439877445588865,true,38784,2439,0,38400,384,105,2334,36066,279,0.773581766760938,0.17195617558286
eutB,eutB,50,9,11,10,24,0.149667263156076,0.0680327373019873,2.30102999566398,10.3301385665115,-0.0243650769324882,stability,14,26,1.87481292972094,50,0.00311019700609506,true,95243,4879,0,94300,943,308,4571,89729,635,0.707686478173166,0.105027106874336
trxC,trxC,50,4,8,10,24,0.944503143270085,0.489804674049755,2.30102999566398,1.76006692250988,-0.0272967017291645,stability,14,26,1.87329417056206,50,0.0173376197916752,true,95243,4890,0,94300,943,309,4581,89719,634,0.706650765166798,0.104762691107738
thyA,thyA,30,4,10,6,16,0.124735118309099,0.0480235112332006,3.35645888332977,-5.35080523821602,0.0190267592306685,stability,10,14,1.8731837655074,30,0.00409525261154068,true,37370,2629,0,37000,370,107,2522,34478,263,0.762805267126864,0.179793914363921
oppC,oppC,50,4,7,10,24,0.306106830155636,0.151092376855838,3.28829642887086,-2.35821527678375,0.0226381972716531,stability,14,26,1.87287699815728,50,0.00591200648034,true,95243,4892,0,94300,943,310,4582,89718,633,0.705544037985689,0.104283960711304
moaE,moaE,50,4,6,10,24,0.318399087282222,0.157722249628095,3.51517129231619,-0.809869352321668,0.0432183396884917,stability,14,26,1.87053033463329,50,0.0061356486782369,true,95243,4903,0,94300,943,311,4592,89708,632,0.704507959156374,0.104022525673507
yjhU,yjhU,40,10,12,8,20,0.280457039663955,0.131768506978541,3.25583396447505,6.43591503399321,-0.00413800906722189,stability,12,20,1.86907188073697,40,0.00662933897022311,true,38784,2454,0,38400,384,106,2348,36052,278,0.771108398979252,0.170807784981442
asmA,asmA,50,3,19,10,24,0.0995734029234365,0.041627597976516,3.06372387646196,-0.714592010880016,0.0420863166713625,stability,14,26,1.86484025597957,50,0.00221948558562354,true,95243,4942,0,94300,943,312,4630,89670,631,0.70369131259061,0.104425986451748
plaP,plaP,50,4,7,10,24,0.445127900541213,0.225638127094251,3.42285290336183,-1.77232324052863,0.0225158610976396,stability,14,26,1.86051332490845,50,0.00842662116449436,true,95243,4976,0,94300,943,313,4663,89637,630,0.702834766893136,0.104706661917658
rsfS,rsfS,50,3,6,10,24,0.274358259745221,0.134804513341794,4.30102999566398,-1.22492624085456,0.0383106212224939,stability,14,26,1.85883138600845,50,0.00536257608846755,true,95243,4991,0,94300,943,314,4677,89623,629,0.701828771632282,0.104536724997585
yjdJ,yjdJ,30,2,3,6,16,0.366157114815578,0.163321837874785,4.30102999566398,-3.49609718813715,0.00527657463088134,expression/solubility,10,14,1.85518359135048,30,0.0109334341833597,true,37370,2679,0,37000,370,108,2571,34429,262,0.760986377762932,0.181157034928565
moaA,moaA,20,3,6,4,12,0.145936708541615,0.0487392905936689,2.30102999566398,1.4558652704788,-0.0389636121221638,expression/solubility,8,8,1.85317938784415,20,0.00655612582526472,true,49086,2447,0,48600,486,185,2272,46328,301,0.64971507511656,0.0797920351710716
roxA,roxA,20,6,7,4,12,0.1755729093864,0.0613790479191562,3.3645990418722,3.21945761282969,0.0260906472624379,stability,8,8,1.85111767356651,20,0.00771114277997447,true,49086,2449,0,48600,486,186,2273,46327,300,0.647570531223692,0.0791359041651319
glpB,glpB,30,2,3,6,16,0.534391419580091,0.244215501675246,3.38550316488254,1.39700287467103,0.0195529937301676,stability,10,14,1.84459753383431,30,0.0157311235964663,true,37370,2713,0,37000,370,109,2604,34396,261,0.758809163856262,0.181278813090065
acnB,acnB,50,11,48,10,24,0.263481403513028,0.129660080543606,3.24118385002589,-3.91787410875865,-0.0170087084867006,stability,14,26,1.84208700787953,50,0.0051890414977686,true,95243,5105,0,94300,943,315,4790,89510,628,0.701597586861803,0.106687379081525
dbpA,dbpA,20,3,10,4,12,0.711225829604129,0.290025601337969,3.34920344225565,4.95210578961763,0.0249213541450119,stability,8,8,1.84060174191211,20,0.0286047912127773,true,49086,2481,0,48600,486,187,2304,46296,299,0.645844133402454,0.0795735231742916
adk,adk,50,8,20,10,24,0.369695961068013,0.186676982163295,3.18240684602684,-6.811658938723,-0.00416256345292248,expression/solubility,14,26,1.83803637364499,50,0.00711236425727277,true,95243,5133,0,94300,943,316,4817,89483,627,0.700691751505873,0.106811144525436
yafD,yafD,20,2,3,4,12,0.574749138786081,0.232431539931473,4.30102999566398,6.85009821852879,0.0275372139327577,expression/solubility,8,8,1.83317403773392,20,0.0233418644253334,true,49086,2503,0,48600,486,188,2325,46275,298,0.64397622906537,0.0796406772647333
ybdG,ybdG,20,7,9,4,12,0.0485499479929652,0.00761603401226379,3.0472596412304,11.862241420653,-0.0118994548136108,expression/solubility,8,8,1.82851973767252,20,0.00279829587954061,true,49086,2509,0,48600,486,189,2330,46270,297,0.641884590447374,0.0791318040075334
leuS,leuS,40,2,45,8,20,0.614851708006732,0.307547747260459,3.25922472804802,-4.20452897218919,0.0160346038983081,stability,12,20,1.82589669265947,40,0.0140252531802459,true,38784,2567,0,38400,384,107,2460,35940,277,0.770728992765721,0.177195637589128
gltD,gltD,40,5,17,8,20,0.164507508254699,0.073362398331101,3.45703514108226,8.48394339727343,0.0215207496090805,stability,12,20,1.82061504281058,40,0.00417190106000719,true,38784,2586,0,38400,384,108,2478,35922,276,0.768331384666778,0.1762893677041
ldcA,ldcA,40,4,9,8,20,0.205696796205947,0.0949073265797439,2.30102999566398,3.92974404952053,-0.0280141061387684,stability,12,20,1.81798363396679,40,0.00507840424395826,true,38784,2590,0,38400,384,109,2481,35919,275,0.765611514797183,0.174264419102001
yddW,yddW,30,3,6,6,16,0.178808776037554,0.0751494155918165,3.3256494435394,-4.85565076257361,0.00192595062410577,stability,10,14,1.81729344852755,30,0.00570405184312564,true,37370,2778,0,37000,370,110,2668,34332,260,0.757310963532564,0.183682331882262
dnaC,dnaC,20,5,7,4,12,0.420467390832709,0.167522037161178,3.30788405810882,3.65933450357286,0.0258633178135402,stability,8,8,1.81604497291619,20,0.0174104549614591,true,49086,2537,0,48600,486,190,2357,46243,296,0.640096879527712,0.0794057023708852
lpxC,lpxC,20,6,8,4,12,0.289393090444427,0.111212700136567,3.28559246156476,2.58776624464286,0.0249835462339559,stability,8,8,1.81595461860912,20,0.012264925874382,true,49086,2538,0,48600,486,191,2357,46243,295,0.637934390069848,0.0787231077169965
nudC,nudC,30,6,13,6,16,0.0391626726438588,0.00796867545141754,3.32505728785727,16.8825545745507,-0.00440491806459147,stability,10,14,1.81396660272243,30,0.00171965664338168,true,37370,2784,0,37000,370,111,2673,34327,259,0.754508113147085,0.181693710490285
purL,purL,30,25,38,6,16,0.141967137915573,0.057524584874859,3.33217491551955,10.4064824164303,0.00530029415913844,stability,10,14,1.81255896227493,30,0.00465874792479747,true,37370,2788,0,37000,370,112,2676,34324,258,0.751660645612399,0.179593204255248
nanC,nanC,30,3,4,6,16,0.252017313905739,0.110565406180037,2.30102999566398,-0.25376780712939,0.163387937841086,stability,10,14,1.81243468492352,30,0.00780452442796141,true,37370,2789,0,37000,370,113,2676,34324,257,0.748747232257313,0.177313946329254
yqhD,yqhD,30,6,10,6,16,0.136140892376248,0.0547477899600898,3.13340550996087,2.39776489378522,-0.00638401255936272,expression/solubility,10,14,1.81112624586256,30,0.00449406012430647,true,37370,2795,0,37000,370,114,2681,34319,256,0.745942480841516,0.175427350099658
sseA,sseA,40,2,11,8,20,0.452373025405146,0.224044272703387,3.23898306767417,-0.337915108075155,0.0953458398900419,stability,12,20,1.81009130986013,40,0.0105118432174287,true,38784,2614,0,38400,384,110,2504,35896,274,0.763316246935592,0.173758534756975
rlmB,rlmB,30,4,10,6,16,0.101145369346445,0.037934747536166,3.3124666189191,-2.84563617887134,-0.0155688518774861,stability,10,14,1.80761764822938,30,0.00349690222775795,true,37370,2804,0,37000,370,115,2689,34311,255,0.743201888607152,0.173779989431707
speE,speE,50,2,6,10,24,0.330524277632791,0.167256775760171,3.27474843082339,4.04956149380128,0.00300929570904501,expression/solubility,14,26,1.80602028771141,50,0.00645727210199335,true,95243,5337,0,94300,943,317,5020,89280,626,0.701164874551971,0.111036204108861
rsmH,rsmH,20,9,14,4,12,0.320173485929777,0.125004307619448,3.36207768163873,3.70790003827084,0.0266360011313344,stability,8,8,1.80375520866499,20,0.0135251985256067,true,49086,2571,0,48600,486,192,2389,46211,294,0.63621215727857,0.0791620231113804
bluR,bluR,50,3,7,10,24,0.676227921646609,0.354123457435409,3.33403870245328,3.55801620181501,0.0207209541739626,stability,14,26,1.80298623395223,50,0.0127607528533027,true,95243,5354,0,94300,943,318,5036,89264,625,0.70017028141244,0.110882312490347
miaA,miaA,20,2,8,4,12,0.271986835184244,0.104448284661115,3.32251073742042,0.626237544294631,0.0572740173011559,stability,8,8,1.79811848990658,20,0.0116467957662118,true,49086,2581,0,48600,486,193,2398,46202,293,0.634171680879616,0.0787950098833844
iclR,iclR,40,3,9,8,20,3.53283691009199,1.84145889858099,3.33827628093646,-0.188355578733684,-0.619605858793374,stability,12,20,1.79404195739688,40,0.0785645882164486,true,38784,2663,0,38400,384,111,2552,35848,273,0.761548761437179,0.175087607134025
puuE,puuE,50,3,4,10,24,0.325786356430702,0.165357748996841,3.32576222760241,3.30997214327112,0.0270757708008313,stability,14,26,1.79239858379462,50,0.00639321317751543,true,95243,5422,0,94300,943,319,5103,89197,624,0.699575097817191,0.111910085396901
ubiH,ubiH,30,4,9,6,16,0.108121275030071,0.0416302601396451,3.44657756689977,9.22959187993666,0.00266513139988508,stability,10,14,1.78927936928132,30,0.00371607788207678,true,37370,2857,0,37000,370,116,2741,34259,254,0.741411016083365,0.175190309921078
appA,appA,30,4,8,6,16,0.666426358255628,0.312949922046358,3.87261543951893,4.40351593120525,0.0227182308712438,expression/solubility,10,14,1.78454365688379,30,0.0198076653852514,true,37370,2875,0,37000,370,117,2758,34242,253,0.73885871152386,0.174168574904513
mdtK,mdtK,50,4,6,10,24,0.184178563799111,0.0889184333722305,3.28524457031732,-2.4327675569475,0.015141433996941,stability,14,26,1.78369271184662,50,0.00381472379479932,true,95243,5486,0,94300,943,320,5166,89134,623,0.698947651850023,0.112836361545538
chiA,chiA,20,8,12,4,12,0.109622764228415,0.0346804795383742,3.32389995627112,2.38830382913266,0.0191356286452585,stability,8,8,1.77708412566468,20,0.00527143619762584,true,49086,2638,0,48600,486,194,2454,46146,292,0.632774238287175,0.0800426794204499
tolQ,tolQ,40,5,8,8,20,0.109843221427061,0.0457732763137205,4.30102999566398,-7.97116056758347,0.0235633011073709,expression/solubility,12,20,1.77316687702772,40,0.0030110883312507,true,38784,2723,0,38400,384,112,2611,35789,272,0.760010058956663,0.177177344994272
relE,relE,40,2,6,8,20,1.18991063360222,0.615649360718027,2.99548329014822,-0.434524066350721,0.0646769861305299,stability,12,20,1.77315781872922,40,0.0269886332554308,true,38784,2724,0,38400,384,113,2611,35789,271,0.757215904328146,0.174963781079716
truB,truB,30,8,17,6,16,0.217682716884646,0.0953605529119782,3.32482811026099,1.71266362427003,0.0156051504285971,stability,10,14,1.77207975691717,30,0.00690274596813115,true,37370,2906,0,37000,370,118,2788,34212,252,0.736583654857945,0.174033494046097
metJ,metJ,50,5,8,10,24,0.896108909664644,0.477053540975045,2.30102999566398,-7.14073059593895,-0.0207910620277474,stability,14,26,1.77037055756539,50,0.0169074921671396,true,95243,5591,0,94300,943,321,5270,89030,622,0.69864090755925,0.11469899011954
map,map,50,2,13,10,24,0.408471471741625,0.211774590794551,4.08732016250384,-1.87329917848608,-0.00942827239862502,stability,14,26,1.76527594364905,50,0.00795896939572098,true,95243,5630,0,94300,943,322,5308,88992,621,0.697815533980583,0.11503120665742
ftnA,ftnA,50,3,7,10,24,5.66254490942341,3.07800169175506,2.30102999566398,-9.02506211898482,-0.0247626963533552,stability,14,26,1.76417436889146,50,0.104643981393662,true,95243,5637,0,94300,943,323,5314,88986,620,0.696738812846965,0.114627555773027
upp,upp,50,4,14,10,24,0.0928793897058888,0.0396882479583293,3.33057236618549,-1.68699285401983,0.0234247188985192,stability,14,26,1.76381153681631,50,0.00215406645686234,true,95243,5642,0,94300,943,324,5318,88982,619,0.695646310489762,0.114180465406931
